age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,yes
37,unemployed,married,tertiary,no,1851,no,no,cellular,30,apr,166,1,-1,0,unknown,no
30,technician,single,secondary,no,1532,no,no,cellular,23,sep,447,1,489,6,failure,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,unknown,no
46,services,divorced,secondary,no,1263,yes,no,telephone,21,nov,220,2,-1,0,unknown,no
34,management,single,tertiary,no,872,yes,no,cellular,17,apr,81,1,345,2,failure,no
44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,-6,yes,no,cellular,17,apr,461,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,1298,yes,no,cellular,29,jan,522,2,245,4,failure,no
38,management,married,secondary,no,1066,yes,no,cellular,28,jul,78,2,-1,0,unknown,no
41,unemployed,single,secondary,no,315,yes,no,telephone,14,may,28,5,-1,0,unknown,no
30,management,single,tertiary,no,685,no,no,cellular,5,aug,299,2,-1,0,unknown,no
50,blue-collar,divorced,primary,no,149,yes,no,unknown,7,may,74,1,-1,0,unknown,no
44,technician,married,secondary,no,561,yes,no,unknown,30,may,613,2,-1,0,unknown,no
41,management,married,primary,no,-679,yes,yes,unknown,28,may,209,2,-1,0,unknown,no
59,management,divorced,primary,no,13308,yes,no,unknown,13,may,131,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,16,yes,yes,telephone,27,aug,145,2,-1,0,unknown,no
71,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,534,3,-1,0,unknown,yes
41,management,married,tertiary,no,30,no,no,cellular,19,aug,171,7,-1,0,unknown,no
33,blue-collar,married,secondary,no,2994,yes,no,cellular,20,nov,155,1,-1,0,unknown,no
46,blue-collar,married,tertiary,no,3745,no,no,cellular,19,oct,82,1,-1,0,unknown,no
53,housemaid,married,primary,no,2581,no,no,cellular,15,apr,99,1,-1,0,unknown,no
36,management,single,tertiary,no,3850,yes,no,cellular,12,aug,239,2,100,4,failure,yes
55,management,married,tertiary,no,0,no,no,unknown,16,jun,607,2,-1,0,unknown,no
34,management,single,tertiary,no,197,no,yes,cellular,21,aug,274,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,-54,yes,yes,unknown,26,may,437,1,-1,0,unknown,no
39,management,single,primary,no,375,no,no,telephone,31,jul,80,2,-1,0,unknown,no
35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,21,3,185,2,failure,no
47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no
31,admin.,single,secondary,no,160,yes,yes,unknown,20,may,233,2,-1,0,unknown,no
29,student,single,unknown,no,10332,no,no,cellular,2,nov,46,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,920,yes,no,unknown,21,may,135,2,-1,0,unknown,no
60,retired,married,secondary,no,30,no,no,cellular,22,aug,629,4,-1,0,unknown,no
38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no
32,management,single,tertiary,yes,5,yes,no,cellular,26,aug,520,4,-1,0,unknown,no
40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,-1,0,unknown,yes
27,technician,single,secondary,no,2430,yes,no,unknown,28,may,297,1,-1,0,unknown,no
44,blue-collar,married,primary,no,2791,no,no,unknown,18,jun,335,1,-1,0,unknown,no
64,management,married,tertiary,no,6251,no,no,telephone,5,feb,125,7,-1,0,unknown,no
33,management,married,secondary,no,-224,yes,no,cellular,14,may,152,2,259,8,other,no
57,retired,married,secondary,no,455,yes,no,cellular,7,may,361,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,1,-1,0,unknown,yes
58,technician,married,secondary,no,1,no,no,cellular,28,jan,536,2,-1,0,unknown,no
56,blue-collar,married,primary,no,351,yes,no,telephone,12,may,179,4,-1,0,unknown,no
26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,failure,no
27,services,married,secondary,no,0,yes,no,unknown,15,may,312,6,-1,0,unknown,no
36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,no
28,admin.,married,secondary,no,576,yes,yes,cellular,18,may,20,6,-1,0,unknown,no
24,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191,1,-1,0,unknown,no
49,unknown,married,tertiary,no,325,no,no,unknown,20,jun,63,15,-1,0,unknown,no
33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
66,retired,married,primary,no,747,no,no,telephone,27,oct,515,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,73,3,-1,0,unknown,no
59,management,married,secondary,no,7623,yes,no,cellular,18,nov,84,2,-1,0,unknown,no
39,management,married,tertiary,no,24,no,no,cellular,1,oct,199,1,-1,0,unknown,no
51,admin.,married,secondary,no,52,yes,yes,telephone,23,jul,36,15,-1,0,unknown,no
51,services,married,secondary,no,-467,no,no,unknown,9,jun,216,5,-1,0,unknown,no
48,admin.,married,secondary,no,844,no,no,cellular,28,aug,12,21,-1,0,unknown,no
47,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104,1,312,1,failure,no
45,blue-collar,married,primary,no,5461,yes,no,cellular,20,nov,841,2,-1,0,unknown,yes
49,services,single,unknown,no,5095,yes,no,cellular,20,nov,127,2,157,1,failure,no
59,unemployed,divorced,secondary,no,7469,no,no,cellular,22,feb,287,1,130,1,failure,no
60,retired,married,secondary,no,4,no,no,cellular,28,aug,602,3,-1,0,unknown,no
52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,-1,0,unknown,yes
53,technician,married,secondary,no,230,no,yes,cellular,13,aug,112,2,-1,0,unknown,no
44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345,2,249,7,other,no
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,yes
34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,no
24,student,single,unknown,no,1693,no,no,cellular,4,jun,1094,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,429,yes,no,unknown,30,may,140,2,-1,0,unknown,no
59,retired,married,tertiary,no,135,yes,no,unknown,17,nov,94,1,-1,0,unknown,no
27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,0,unknown,no
57,management,divorced,secondary,no,0,yes,yes,unknown,12,may,144,6,-1,0,unknown,no
29,blue-collar,married,primary,no,-235,yes,no,cellular,22,jul,189,1,-1,0,unknown,no
28,unemployed,married,secondary,no,293,yes,no,cellular,20,apr,230,1,329,3,failure,no
45,management,married,tertiary,no,4693,no,yes,cellular,9,jul,148,2,-1,0,unknown,no
47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,no
37,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,yes
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no
56,blue-collar,married,secondary,no,2190,no,yes,unknown,12,jun,270,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,failure,yes
38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown,no
48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,1,262,1,failure,no
31,services,married,primary,no,46,no,no,cellular,10,jul,37,1,-1,0,unknown,no
29,management,single,tertiary,no,-223,no,yes,cellular,9,jul,208,1,-1,0,unknown,no
39,blue-collar,married,primary,no,0,no,no,unknown,9,jun,173,1,-1,0,unknown,no
29,management,single,secondary,no,0,yes,yes,unknown,27,may,92,2,-1,0,unknown,no
56,blue-collar,married,primary,no,373,yes,no,unknown,27,may,269,1,-1,0,unknown,no
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,2,92,2,success,yes
28,housemaid,married,secondary,yes,65,yes,yes,cellular,13,may,165,1,300,1,failure,no
23,blue-collar,single,secondary,yes,-207,yes,no,unknown,3,jun,277,1,-1,0,unknown,no
58,blue-collar,married,primary,no,6762,no,no,cellular,28,aug,9,25,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,15,jul,103,4,-1,0,unknown,no
70,retired,married,primary,no,4982,no,no,cellular,4,may,794,2,-1,0,unknown,no
51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure,no
41,technician,married,secondary,no,-1,no,yes,cellular,19,aug,406,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1340,yes,no,unknown,13,may,244,1,-1,0,unknown,no
37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no
40,management,married,tertiary,no,640,yes,no,cellular,17,apr,202,2,-1,0,unknown,no
34,technician,divorced,secondary,no,1301,yes,no,cellular,25,jul,124,2,-1,0,unknown,no
36,student,single,unknown,no,417,no,no,cellular,10,aug,304,1,181,1,success,yes
29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,unknown,no
50,technician,divorced,tertiary,no,261,no,no,unknown,20,jun,155,1,-1,0,unknown,no
38,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,unknown,no
40,technician,married,secondary,no,8844,no,no,cellular,8,aug,204,1,-1,0,unknown,no
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
31,management,single,tertiary,no,53,yes,no,cellular,7,aug,165,3,-1,0,unknown,no
26,management,single,secondary,no,651,no,yes,cellular,5,mar,84,1,-1,0,unknown,no
55,blue-collar,married,primary,no,0,no,no,unknown,17,jun,285,1,-1,0,unknown,no
27,management,single,tertiary,yes,0,yes,no,unknown,16,may,89,2,-1,0,unknown,no
70,retired,married,secondary,no,2384,no,no,cellular,30,oct,196,2,-1,0,unknown,yes
32,services,single,secondary,no,6857,no,no,cellular,6,aug,85,1,185,1,failure,no
34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure,no
37,unemployed,married,tertiary,no,7620,no,no,telephone,25,may,100,3,-1,0,unknown,no
40,admin.,married,secondary,no,538,no,no,unknown,16,jun,167,2,-1,0,unknown,no
34,management,single,tertiary,no,125,yes,yes,unknown,5,jun,18,31,-1,0,unknown,no
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
30,technician,single,secondary,no,796,yes,yes,cellular,18,aug,315,4,-1,0,unknown,no
39,blue-collar,married,tertiary,no,200,yes,no,cellular,16,apr,166,1,-1,0,unknown,no
44,management,married,tertiary,no,1590,yes,yes,cellular,21,jul,54,8,-1,0,unknown,no
41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,no
44,blue-collar,married,secondary,no,878,yes,no,cellular,2,jun,130,1,-1,0,unknown,no
58,retired,divorced,secondary,no,219,no,no,unknown,5,jun,133,1,-1,0,unknown,no
56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
36,blue-collar,single,primary,no,3214,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
30,technician,married,secondary,no,817,yes,no,cellular,21,nov,208,3,91,4,failure,no
29,blue-collar,married,primary,no,715,yes,no,unknown,27,may,170,1,-1,0,unknown,no
38,admin.,single,unknown,no,31,no,no,cellular,20,apr,59,3,-1,0,unknown,no
24,student,single,tertiary,no,603,yes,no,cellular,12,may,157,5,-1,0,unknown,no
33,technician,single,secondary,no,116,no,yes,cellular,4,aug,307,1,-1,0,unknown,no
40,technician,divorced,secondary,no,275,no,no,cellular,13,aug,409,4,-1,0,unknown,no
42,self-employed,married,tertiary,no,-426,yes,no,telephone,23,jul,160,7,-1,0,unknown,no
44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes
28,services,single,secondary,no,651,no,yes,cellular,23,jul,158,2,-1,0,unknown,no
29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
51,housemaid,married,primary,no,1138,no,no,cellular,7,aug,265,3,-1,0,unknown,no
44,services,married,secondary,no,808,yes,no,unknown,2,jun,67,2,-1,0,unknown,no
54,services,married,secondary,no,1301,yes,no,unknown,13,may,173,1,-1,0,unknown,no
33,services,married,secondary,no,0,yes,yes,cellular,7,apr,487,1,-1,0,unknown,no
56,management,married,tertiary,no,412,no,no,telephone,20,nov,179,6,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,14,yes,yes,unknown,13,may,65,6,-1,0,unknown,no
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,unknown,no
56,admin.,married,secondary,no,150,no,no,cellular,22,aug,105,1,-1,0,unknown,no
47,management,divorced,secondary,no,0,yes,no,cellular,18,nov,75,2,-1,0,unknown,no
30,admin.,married,secondary,no,5220,yes,no,cellular,21,nov,108,1,-1,0,unknown,no
46,unknown,single,unknown,no,63,no,no,unknown,19,jun,235,1,-1,0,unknown,no
34,management,married,tertiary,no,731,yes,no,cellular,21,nov,378,4,-1,0,unknown,no
31,services,single,secondary,no,831,yes,no,cellular,21,nov,106,2,-1,0,unknown,no
47,services,married,secondary,no,284,no,no,cellular,26,aug,266,5,-1,0,unknown,no
57,housemaid,married,primary,no,2234,no,no,unknown,11,jun,201,5,-1,0,unknown,no
35,blue-collar,divorced,primary,no,4401,yes,no,cellular,31,jul,465,4,-1,0,unknown,no
35,services,married,tertiary,no,4655,no,no,cellular,9,nov,111,2,-1,0,unknown,no
45,retired,married,primary,no,1152,no,no,unknown,18,jun,234,2,-1,0,unknown,no
28,management,married,tertiary,no,22,yes,no,cellular,31,jul,59,3,-1,0,unknown,no
34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,no
35,self-employed,married,secondary,no,734,no,yes,cellular,9,jul,128,2,-1,0,unknown,no
33,technician,single,tertiary,no,176,no,no,cellular,29,aug,112,2,-1,0,unknown,no
28,blue-collar,married,primary,no,182,yes,no,unknown,19,jun,153,1,-1,0,unknown,no
36,technician,married,secondary,no,264,yes,yes,cellular,9,jul,482,1,-1,0,unknown,no
36,blue-collar,married,primary,no,733,yes,no,cellular,17,apr,382,2,-1,0,unknown,no
65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure,no
43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,yes
35,technician,single,secondary,no,362,yes,no,cellular,17,apr,54,2,-1,0,unknown,no
41,unknown,single,primary,no,2398,yes,no,unknown,8,may,287,2,-1,0,unknown,no
39,management,married,tertiary,no,564,yes,no,unknown,30,may,136,2,-1,0,unknown,no
40,admin.,married,secondary,no,2591,yes,yes,cellular,7,apr,389,1,266,2,other,no
48,admin.,married,secondary,no,933,no,no,cellular,29,jul,446,2,-1,0,unknown,no
40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no
41,admin.,married,secondary,no,120,no,yes,cellular,8,jul,489,1,-1,0,unknown,no
31,management,married,secondary,no,2019,no,no,unknown,7,may,380,2,-1,0,unknown,no
37,technician,married,secondary,no,720,yes,no,cellular,8,apr,58,3,-1,0,unknown,no
33,services,married,secondary,no,1785,yes,no,unknown,30,may,287,12,-1,0,unknown,no
42,services,married,secondary,no,-43,yes,yes,unknown,27,may,363,3,-1,0,unknown,no
32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,jul,138,3,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no
60,blue-collar,married,primary,no,93,no,yes,unknown,27,may,125,4,-1,0,unknown,no
30,technician,single,secondary,no,7,no,no,cellular,26,aug,75,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,728,yes,no,unknown,12,jun,410,16,-1,0,unknown,no
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
44,technician,married,tertiary,no,1454,no,no,unknown,11,jun,156,2,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,18,nov,88,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98,1,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,-1,0,unknown,no
35,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,90,6,-1,0,unknown,no
36,technician,married,tertiary,yes,63,no,no,cellular,28,aug,12,14,-1,0,unknown,no
33,housemaid,married,primary,no,0,no,no,cellular,8,aug,138,2,-1,0,unknown,no
28,blue-collar,married,primary,no,15,yes,no,unknown,13,may,87,2,-1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,150,1,79,3,success,no
34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,no
33,technician,single,secondary,no,5833,yes,no,cellular,8,aug,93,2,-1,0,unknown,no
42,housemaid,divorced,secondary,no,314,no,no,unknown,9,jun,249,2,-1,0,unknown,no
34,blue-collar,married,unknown,no,0,yes,no,cellular,7,may,183,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,333,yes,no,unknown,9,may,190,3,-1,0,unknown,no
48,blue-collar,married,primary,no,3304,no,no,unknown,11,jun,409,3,-1,0,unknown,no
42,housemaid,married,secondary,no,808,yes,no,cellular,9,jul,121,1,-1,0,unknown,no
48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,1,-1,0,unknown,no
60,retired,married,secondary,no,404,no,no,cellular,21,aug,335,2,-1,0,unknown,no
51,blue-collar,married,primary,no,173,yes,no,unknown,5,may,529,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060,2,-1,0,unknown,yes
60,management,married,primary,no,-70,yes,no,cellular,13,may,65,2,-1,0,unknown,no
38,technician,single,secondary,no,-143,yes,no,unknown,30,may,428,7,-1,0,unknown,no
40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,unknown,no
47,admin.,married,secondary,no,73,no,no,cellular,8,aug,57,3,-1,0,unknown,no
74,retired,married,primary,no,4286,no,no,cellular,30,sep,195,1,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,nov,277,1,-1,0,unknown,no
56,unemployed,divorced,secondary,no,283,yes,yes,cellular,20,apr,89,3,341,2,failure,no
28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,2,-1,0,unknown,no
40,technician,single,secondary,no,374,yes,yes,cellular,11,may,274,1,-1,0,unknown,no
51,retired,married,primary,no,610,no,no,unknown,9,jun,86,2,-1,0,unknown,no
35,technician,married,secondary,no,905,no,yes,cellular,21,aug,114,2,-1,0,unknown,no
32,technician,married,secondary,no,-1,no,no,cellular,14,aug,153,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,jun,190,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,-1,0,unknown,yes
49,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,241,2,-1,0,unknown,no
58,blue-collar,married,primary,no,1965,no,no,cellular,18,mar,125,1,-1,0,unknown,no
58,management,married,secondary,no,-382,no,no,cellular,31,jul,644,12,-1,0,unknown,yes
39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
30,technician,married,tertiary,no,296,no,no,cellular,22,aug,1809,5,-1,0,unknown,no
35,unemployed,single,secondary,yes,-126,no,no,cellular,19,nov,168,1,-1,0,unknown,no
38,blue-collar,single,unknown,no,840,no,no,unknown,9,jun,176,6,-1,0,unknown,no
40,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147,3,-1,0,unknown,no
49,technician,married,secondary,no,308,no,no,cellular,26,oct,260,2,91,5,failure,no
33,blue-collar,single,secondary,no,0,no,no,telephone,25,jul,511,1,-1,0,unknown,no
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes
41,blue-collar,married,secondary,no,424,yes,no,cellular,7,may,83,5,-1,0,unknown,no
32,technician,married,tertiary,no,0,yes,no,cellular,19,nov,231,4,-1,0,unknown,no
58,management,married,tertiary,no,44,yes,no,unknown,15,may,288,2,-1,0,unknown,no
39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,4,failure,yes
38,technician,married,tertiary,no,664,no,no,cellular,22,aug,242,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,292,no,no,unknown,8,sep,9,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,3054,no,no,unknown,20,jun,24,11,-1,0,unknown,no
32,services,married,secondary,no,-124,no,no,unknown,27,may,116,1,-1,0,unknown,no
47,management,married,tertiary,no,1147,no,no,cellular,27,feb,204,1,-1,0,unknown,no
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,440,2,-1,0,unknown,yes
26,technician,single,secondary,no,626,yes,no,cellular,15,may,412,2,-1,0,unknown,no
42,blue-collar,married,unknown,no,732,yes,no,telephone,20,apr,33,1,339,1,failure,no
34,blue-collar,single,secondary,no,-231,yes,no,cellular,13,may,9,8,-1,0,unknown,no
57,unknown,married,unknown,no,327,yes,no,unknown,28,may,74,2,-1,0,unknown,no
55,admin.,married,tertiary,no,59,yes,no,cellular,11,may,51,1,305,1,failure,no
29,housemaid,single,secondary,no,718,yes,no,unknown,8,may,91,3,-1,0,unknown,no
53,entrepreneur,single,unknown,no,202,no,no,cellular,28,jul,106,3,-1,0,unknown,no
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
37,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown,no
34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,2,-1,0,unknown,no
50,technician,single,tertiary,no,0,yes,no,unknown,8,may,393,2,-1,0,unknown,no
31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,87,2,success,yes
22,student,single,secondary,no,562,yes,no,cellular,5,may,147,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,127,yes,yes,cellular,4,feb,66,1,-1,0,unknown,no
30,technician,single,secondary,no,790,no,no,cellular,20,aug,696,3,-1,0,unknown,no
35,admin.,married,secondary,no,640,no,no,unknown,6,jun,461,2,-1,0,unknown,no
52,unknown,married,primary,no,5521,no,no,cellular,11,aug,126,4,-1,0,unknown,no
29,management,married,tertiary,no,198,yes,no,cellular,3,aug,1179,1,-1,0,unknown,no
28,technician,married,primary,no,-58,yes,no,unknown,8,may,74,1,-1,0,unknown,no
42,management,divorced,tertiary,no,1775,yes,no,telephone,5,feb,276,5,-1,0,unknown,no
53,technician,married,secondary,no,-725,yes,no,unknown,27,may,1205,1,-1,0,unknown,yes
41,entrepreneur,married,tertiary,no,10,yes,no,cellular,8,may,196,2,172,2,other,no
59,technician,married,unknown,no,0,no,no,cellular,5,feb,214,1,-1,0,unknown,no
57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,unknown,no
55,housemaid,married,primary,no,43,no,yes,unknown,26,jun,464,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,-349,yes,no,unknown,6,may,191,1,-1,0,unknown,no
58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure,no
41,technician,single,secondary,no,134,no,yes,cellular,11,aug,153,4,-1,0,unknown,no
60,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764,2,-1,0,unknown,yes
66,retired,married,tertiary,no,0,no,no,cellular,5,aug,177,1,-1,0,unknown,no
57,retired,married,primary,no,3288,no,no,cellular,19,aug,186,4,-1,0,unknown,no
66,technician,married,secondary,no,0,no,no,cellular,6,feb,751,1,-1,0,unknown,yes
55,admin.,divorced,unknown,no,789,yes,no,unknown,13,may,434,2,-1,0,unknown,no
31,admin.,married,secondary,no,439,no,no,unknown,28,may,233,4,-1,0,unknown,no
51,admin.,married,secondary,no,0,no,no,cellular,21,jul,130,1,-1,0,unknown,no
30,technician,married,tertiary,no,2283,no,no,cellular,7,aug,74,2,-1,0,unknown,no
31,technician,single,unknown,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no
42,management,single,tertiary,no,336,yes,no,cellular,2,feb,142,6,195,3,failure,no
27,student,single,secondary,no,1423,no,no,unknown,29,jun,8,1,-1,0,unknown,no
54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no
49,services,married,secondary,no,1084,yes,no,telephone,17,nov,99,1,-1,0,unknown,no
32,management,married,secondary,no,625,yes,no,cellular,2,jun,352,1,56,2,failure,no
41,blue-collar,divorced,primary,no,320,yes,no,cellular,2,feb,844,2,252,1,failure,no
43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487,2,367,2,other,no
27,technician,single,secondary,no,405,no,no,cellular,26,may,256,1,-1,0,unknown,no
30,technician,single,secondary,no,156,yes,no,cellular,25,may,157,4,363,5,failure,no
51,management,married,secondary,no,873,no,no,cellular,29,jan,273,1,-1,0,unknown,no
31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77,3,success,yes
48,services,divorced,primary,no,927,no,no,unknown,6,jun,201,6,-1,0,unknown,no
26,admin.,single,secondary,no,317,yes,no,unknown,3,jun,953,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,8150,yes,no,unknown,15,may,347,1,-1,0,unknown,no
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,no
36,technician,married,secondary,no,432,yes,no,cellular,29,aug,65,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,112,2,-1,0,unknown,no
52,management,married,secondary,no,0,no,no,cellular,30,jul,249,3,-1,0,unknown,no
40,unemployed,divorced,secondary,no,452,no,no,cellular,20,nov,98,1,-1,0,unknown,no
39,management,married,tertiary,no,942,yes,no,cellular,13,may,564,2,265,4,other,no
41,blue-collar,married,unknown,no,665,yes,no,unknown,19,may,142,3,-1,0,unknown,no
59,management,divorced,tertiary,yes,0,no,no,cellular,22,may,239,1,-1,0,unknown,no
35,management,single,tertiary,no,642,no,no,cellular,8,may,278,1,-1,0,unknown,no
59,unemployed,married,primary,no,13836,no,no,telephone,20,nov,733,1,-1,0,unknown,no
49,admin.,married,secondary,no,880,yes,yes,cellular,18,may,22,3,-1,0,unknown,no
40,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605,6,-1,0,unknown,yes
43,blue-collar,divorced,primary,no,3550,no,no,cellular,20,nov,1154,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56,1,-1,0,unknown,no
34,technician,single,secondary,no,112,no,no,cellular,20,aug,123,2,-1,0,unknown,no
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown,yes
47,services,divorced,secondary,no,-1730,yes,yes,cellular,18,may,178,3,-1,0,unknown,no
39,blue-collar,married,primary,no,0,yes,no,unknown,4,jun,112,4,-1,0,unknown,no
33,blue-collar,married,primary,no,-132,yes,yes,cellular,18,may,170,6,-1,0,unknown,no
34,blue-collar,single,secondary,no,13408,no,no,cellular,1,apr,647,2,-1,0,unknown,no
59,retired,married,primary,no,-266,yes,yes,cellular,31,jul,266,11,-1,0,unknown,no
